2017-02-20 15:00:16 INFO  DispatcherServlet:479 - FrameworkServlet 'mvc-dispatcher': initialization started
2017-02-20 15:00:25 WARN  RootClass:288 - HHH000038: Composite-id class does not override equals(): com.gsmart.model.CompoundBanner
2017-02-20 15:00:25 WARN  RootClass:289 - HHH000039: Composite-id class does not override hashCode(): com.gsmart.model.CompoundBanner
2017-02-20 15:00:25 INFO  TransactionFactoryInitiator:62 - HHH000399: Using default transaction strategy (direct JDBC transactions)
2017-02-20 15:00:25 INFO  ASTQueryTranslatorFactory:47 - HHH000397: Using ASTQueryTranslatorFactory
2017-02-20 15:00:29 INFO  SchemaUpdate:182 - HHH000228: Running hbm2ddl schema update
2017-02-20 15:00:29 INFO  SchemaUpdate:193 - HHH000102: Fetching database metadata
2017-02-20 15:00:31 INFO  SchemaUpdate:205 - HHH000396: Updating schema
2017-02-20 15:00:31 INFO  TableMetadata:66 - HHH000261: Table found: public.apply_leave
2017-02-20 15:00:31 INFO  TableMetadata:67 - HHH000037: Columns: [smart_id, end_date, entry_time, updated_time, hid, is_active, leave_status, number_of_days, description, exit_time, leave_type, name, reportingmanager_id, start_date]
2017-02-20 15:00:31 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_bohcr510qv87k6gworvwg3apu]
2017-02-20 15:00:31 INFO  TableMetadata:70 - HHH000126: Indexes: [apply_leave_pkey]
2017-02-20 15:00:31 INFO  TableMetadata:66 - HHH000261: Table found: public.assign
2017-02-20 15:00:31 INFO  TableMetadata:67 - HHH000037: Columns: [standard, exit_time, teacher_smart_id, entry_time, updated_time, hid, is_active, hod_smart_id, principal_smart_id, section]
2017-02-20 15:00:31 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_qjiuwoxa3djsjqca2fsfacvpt]
2017-02-20 15:00:31 INFO  TableMetadata:70 - HHH000126: Indexes: [assign_pkey]
2017-02-20 15:00:31 INFO  TableMetadata:66 - HHH000261: Table found: public.band_master
2017-02-20 15:00:31 INFO  TableMetadata:67 - HHH000037: Columns: [band_id, exit_time, entry_time, updated_time, role, is_active, designation]
2017-02-20 15:00:31 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2017-02-20 15:00:31 INFO  TableMetadata:70 - HHH000126: Indexes: [band_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.fee
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [date, parent_name, smart_id, standard, entry_time, hid, exittime, reporting_manager_id, isactive, balance_fee, paid_fee, sports_fee, updatedtime, id_card_fee, academic_year, toatl_fee, name, mode_of_payment, fee_status, transportation_fee, tuition_fee, miscellaneous_fee]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_4yocb6nme6khe0y549xjo7smq]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [fee_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.fee_master
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [standard, entry_time, updated_time, hid, isactive, sports_fee, exit_time, institution, id_card_fee, school, total_fee, transportation_fee, tuition_fee, miscellaneous_fee]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_3jf3o52vi8v105x9nd9vsm66s]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [fee_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.hierarchy_master
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, institution, hid, update_time, is_active, school]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [hierarchy_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.holiday_master
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, updated_time, holiday_date, hid, is_active, description]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_19qi13sy81jxmnv8li5lxx050]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [holiday_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.inventory
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, update_time, hid, item_type, isactive, category]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_69cwc2d9nxdo2fbdwajax7vgy]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [inventory_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.inventory_assignments
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [smart_id, standard, entry_time, updated_time, teacher_name, upd_smart_id, hid, is_active, quantity, item_type, section, exit_time, category]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_jjbcqtrbnfrm24mt741phjkh0]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [inventory_assignments_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.leavemaster
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, update_time, hid, is_active, leave_type, days_allow]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_paqgfwulaw8juc6ucw2y7sx12]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [leavemaster_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.leave_details
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [smart_id, hid, applied_leaves, leave_type, left_leaves]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_2swgkcrky61an8mu66eveufgs]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [leave_details_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.login
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [smart_id, entry_time, updated_time, password, hid, referencesmartid, attempt]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_7tog7ev58dmyo6j9tdy1fpd8k]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [login_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.modules
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [entry_time, hid, module, sub_module]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_hwnnjhuj1ntori6k73o5ti026]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [modules_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.permission_master
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, p_edit, updated_time, hid, role, is_active, p_add, p_view, sub_module_name, p_del, module_name]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_mxswyetvs6aojdo7jiav3ay52]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [permission_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.profile_master
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [sub_dept_name, country, syllabus, updated_time, billing_details, hid, previous_school, mother_name, martial_status, experiance, section, add_line1, ten_percentage, exit_time, institution, ten_school_name, academic_year, school, passport_expiry_date, band, state, twelve_pass_year, certification_details, ug_percentage, entry_time, image, joining_date, pincode, relation_with_guardian, emergency_contact_person, previous_year, caste, passport_issue_date, functional_manager, language_known, qualification, add_line2, pan_number, add_line3, nationality, counter_signing_manager_name, father_name, dob, domain, blood_group, father_mob_number, designation, pg_pass_year, email_id, visa_details, guardian_name, mother_income, role, gender, city, teacher_id, counter_signing_manager_id, mother_occupation, twelve_percentage, ten_pass_year, mother_mob_number, pg_percentage, first_name, class, smart_id, emergency_contact_number, pg_school_name, ecnr_status, father_occupation, is_active, reporting_manager_id, upd_smartid, ug_school_name, dept_name, last_name, reporting_manager_name, school_name, student_id, ug_pass_year, middle_name, aadhar_number, religion, previous_class, father_income, twelve_school_name, passport_number, rfid, mobile_number]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_rewb2a2wftktpfk7w5dd22wai]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [profile_master_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.report_card
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [max_marks, standard, subject_grade, teacher_name, hid, is_active, entrytime, reporting_manager_id, subject, section, min_marks, exit_time, result, student_name, update_time, academic_year, marks_obtained, total_grade, smartid]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_q8d6cy4bo5rxoik3mbcvanf2h]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [report_card_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.token
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [smart_id, hid, role, token_number]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: [fk_5lrma49hhnceu7jc3bpb1xgqv]
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [token_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.weekdays
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [institution, school, isactive, weekday]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [weekdays_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.banners
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, entry_time, image, updated_time, is_active, title]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [banners_pkey]
2017-02-20 15:00:32 INFO  TableMetadata:66 - HHH000261: Table found: public.notice
2017-02-20 15:00:32 INFO  TableMetadata:67 - HHH000037: Columns: [exit_time, smart_id, entry_time, update_time, is_active, role, message, type, updated_id]
2017-02-20 15:00:32 INFO  TableMetadata:69 - HHH000108: Foreign keys: []
2017-02-20 15:00:32 INFO  TableMetadata:70 - HHH000126: Indexes: [notice_pkey]
2017-02-20 15:00:32 INFO  SchemaUpdate:242 - HHH000232: Schema update complete
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/feeMaster],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeMasterController.getFee(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/feeMaster],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.FeeMasterController.addFee(com.gsmart.model.FeeMaster,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/feeMaster/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.FeeMasterController.editFee(com.gsmart.model.FeeMaster,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/modules],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.ModulesController.getmodules(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/modules],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.ModulesController.addModules(com.gsmart.model.Modules,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/attendance/calender/{month}/{year}/{smartId}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AttendanceController.getAttendance(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession,java.lang.Integer,java.lang.Integer,java.lang.String,com.gsmart.model.Holiday) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/attendance],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AttendanceController.addAttendance(java.util.Map<java.lang.String, java.util.List<com.gsmart.model.Attendance>>,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/attendance/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.AttendanceController.editDeleteAttendance(com.gsmart.model.Attendance,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/attendance/{smartId}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.AttendanceController.orgStructureController(java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leavemaster],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.LeaveMasterController.getleavemaster(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leavemaster],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.LeaveMasterController.addLeaveMaster(com.gsmart.model.LeaveMaster,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/leavemaster/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.LeaveMasterController.editLeaveMaster(com.gsmart.model.LeaveMaster,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.FeeController.addFee(com.gsmart.model.Fee,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.FeeController.editFee(com.gsmart.model.Fee,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/viewFee],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.util.ArrayList<com.gsmart.model.Fee>>> com.gsmart.controller.FeeController.getFeeList(com.gsmart.model.Fee,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/{smartId}/{academicYear}],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeController.feeStructureController(java.lang.String,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/totalfee],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeController.gettotalfee(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/totalpaidfees],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeController.gettotalpaidfee(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/paidfee],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeController.getPaidStudentsList(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/fee/unpaidfee],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.FeeController.getUnPaidStudentsList(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/band/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.BandController.editDeleteBand(com.gsmart.model.Band,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/band],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.BandController.getBand(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/band],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.BandController.addBand(com.gsmart.model.Band,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rolepermission],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.RolePermissionController.addPermission(com.gsmart.model.RolePermission,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rolepermission],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.RolePermissionController.getPermissionList(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rolepermission/subModules],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.gsmart.model.RolePermission>> com.gsmart.controller.RolePermissionController.getSubModels(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/rolepermission/{task}],methods=[PUT],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.RolePermissionController.editPermission(com.gsmart.model.RolePermission,java.lang.String,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/holiday],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> com.gsmart.controller.HolidayController.getHoliday(org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
2017-02-20 15:00:34 INFO  RequestMappingHandlerMapping:197 - Mapped "{[/holiday],methods=[POST],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public org.springframework.http.ResponseEntity<com.gsmart.util.IAMResponse> com.gsmart.controller.HolidayController.addHoliday(com.gsmart.model.Holiday,org.springframework.http.HttpHeaders,javax.servlet.http.HttpSession) throws com.gsmart.util.GSmartBaseException
